StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q13,Q14,Q42,Q19,Q16,Q20,Q21,Q29,Q30,Q31,Q32,Q24_1,Q24_3,Q24_4,Q24_5,Q24_7,Q24_6,Q24_9,Q27,Q35
2021-02-23 11:02:05,2021-02-23 11:07:01,IP Address,31.205.226.128,100,295,True,2021-02-23 11:07:01,R_DSMtnYjPGlX8hdT,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,No,False,True,True,"standard deviation,F ratio","1.111, 1.5555, 120.123, 15.432",Implicit order (ordinal),central limit theorem,all data are eventually normal distributed.,never,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,affect the reliability of out data.,6,4,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 11:53:40,2021-02-23 12:03:25,IP Address,86.140.98.29,100,585,True,2021-02-23 12:03:25,R_020YHFRt8DOgn7z,,,,,52.89959716796875,-1.271392822265625,anonymous,EN,All models are wrong but some are useful.,you can break them.,use ranks rather than raw data.,No,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,4,1,3,1,4,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 17:03:04,2021-02-23 17:14:20,IP Address,74.222.79.70,100,676,True,2021-02-23 17:14:21,R_BJ2En5dFIUP3whX,,,,,19.3000030517578125,-81.38330078125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,can be used for all data types.,Yes,True,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,all data are eventually normal distributed.,when sampling enough data.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,lead to biased results.,6,5,4,4,6,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 17:29:10,2021-02-23 17:32:47,IP Address,5.151.27.88,100,217,True,2021-02-23 17:32:48,R_3qrEN12LPu6GRyQ,,,,,52.9994049072265625,-1.131805419921875,anonymous,EN,Models are simplifications of reality.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"Chi-square,slope","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,5,3,2,3,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-17 02:40:07,2021-02-17 02:40:47,IP Address,77.103.50.232,3,40,False,2021-02-24 02:40:48,R_2t9xEllDLx4qPMP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-24 03:50:33,2021-02-24 04:00:40,IP Address,185.222.26.244,100,606,True,2021-02-24 04:00:40,R_10UYx2p85GcJ0Ae,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,All models are wrong but some are useful.,you can break them.,have implicit non-arbitrary assumptions.,No,True,True,True,"mean,standard deviation","First, Second, Third",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,sampling individual with facebook but without snapchat account when testing the impact of snapchat on selfesteem.,lead to biased results.,6,2,1,4,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 04:03:34,2021-02-24 04:07:58,IP Address,86.129.137.173,100,263,True,2021-02-24 04:07:58,R_2SHzUdsBytKi6fE,,,,,51.4170074462890625,-1.331298828125,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,all of the above.,4,2,2,3,2,4,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-24 07:01:07,2021-02-24 07:11:30,IP Address,86.13.20.202,100,623,True,2021-02-24 07:11:31,R_1mUhWo8z9At8Qea,,,,,53.25579833984375,-1.42919921875,anonymous,EN,All models are wrong but some are useful.,you can break them.,can be used for all data types.,Yes,True,True,False,"mean,standard deviation",None of the above because nothing is every truly continuous.,All of the above,central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using different Likert scales within the same psychometric scale.,observations must come from the same distribution.,sampling individuals with facebook but without snachat account when testing the impact of social media on selfesteem.,all of the above.,6,3,1,6,1,6,6,I've done this quiz multiple times already.,Yes please
2021-02-18 05:18:35,2021-02-18 05:18:49,IP Address,81.110.252.227,3,13,False,2021-02-25 05:18:52,R_2ykZQvbvrbZnAzZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18 05:22:58,2021-02-18 05:25:20,IP Address,82.15.49.11,22,142,False,2021-02-25 05:25:21,R_22tdYMKPERmft1g,,,,,,,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,have implicit non-arbitrary assumptions.,No,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25 05:56:29,2021-02-25 06:02:12,IP Address,5.151.38.130,100,343,True,2021-02-25 06:02:13,R_9S1ULsO9owUrg09,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,Models that represent reality in all it's details are the best models.,you can break them.,use ranks rather than raw data.,Yes,False,True,True,"mean,standard deviation","1.111, 1.5555, 120.123, 15.432",Implicit order (ordinal),central limit theorem,the distribution of sample means will be normal if we have enough data.,when obtaining means (or totals) of discrete data and the sample size is large enough.,independent and identically distributed,each data point must be independent of other data points.,using the same item / question statement repeatedly for the same participant.,observations must come from the same distribution.,mixing continuous and discrete data.,all of the above.,6,3,2,2,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-18 08:09:17,2021-02-18 08:09:19,IP Address,79.73.194.42,3,1,False,2021-02-25 08:09:19,R_1kTjssjppg7kIdI,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18 11:44:46,2021-02-18 11:44:57,IP Address,86.135.17.146,3,10,False,2021-02-25 11:44:58,R_2pRFigqmq98pNTO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18 10:12:12,2021-02-18 13:34:05,IP Address,2.99.115.254,3,12113,False,2021-02-25 13:34:06,R_eWnMNIMR1cT9qHT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
